"PO031715_24"	"GEO012315_21"	"NA021015_30"	"YS121316_30"	"JUK07_37.1"	"JB021108_07.1"	"JB021108_48.1"	"BOR07_22"	"GEO020414_9_300"
"X21814"	-0.3007	-0.2632	-0.4286	-0.0661	0.069	-0.0633	-0.0263	-0.3146	-0.1511
"X21817"	0.0151	-0.28	-0.6667	-0.2571	0.1795	0.0677	-0.1905	-0.3696	0.3968
"X21825"	-0.0633	-0.1163	-0.037	-0.1176	0.6531	0.3289	-0.1538	-0.0556	-0.125
"X21828"	0.1412	0.2	-0.0345	0.2157	0.0217	-0.0924	0.2143	0.633	0.3757
"X21830"	0.4775	-0.0667	-0.0714	-0.0244	0	-0.0345	-0.0638	0	-0.027
"X21832"	NA	NA	-0.0345	0	0	NA	NA	0	NA
"X21834"	-0.0368	-0.3077	0.0319	0.0642	0.5	0.2	-0.35	-0.1504	0.1009
"X21838"	NA	NA	NA	-0.0256	0	NA	NA	-0.0556	NA
"X21845"	-0.2317	-0.0732	-0.2	0.0455	0.5	-0.1429	-0.05	-0.3103	0.2273
"X2185"	-0.1154	-0.1481	-0.1538	-0.0244	-0.0588	-0.1176	-0.1429	-0.0556	0.6538
"X21851"	-0.0545	-0.2083	-0.0769	NA	NA	NA	0	NA	0
"X21858"	-0.1429	-0.069	-0.2	-0.1579	0	-0.0714	0.2647	-0.1765	-0.0857
"X2186"	NA	-0.0159	NA	-0.0769	NA	NA	0	0	NA
"X21861"	0.6512	0.4217	0	NA	-0.0286	0.3437	-0.0323	NA	1
"X21879"	-0.1024	-0.2536	0.1589	-0.4483	0.2245	0.1344	0.2836	-0.0312	-0.0968
"X21883"	-0.037	-0.1111	-0.1538	0.0977	0.1942	-0.0345	-0.0435	-0.1409	1
"X21887"	-0.16	0.1345	0.1176	-0.1786	-0.0556	-0.1387	0.0455	0.3066	0.0769
"X21890"	0.6588	-0.0333	0	0	0.6552	-0.0164	NA	NA	-0.0256
"X21891"	0	NA	0	-0.0556	NA	NA	NA	0.6262	NA
"X21894"	-0.1373	0.0608	0.0323	-0.0628	-0.1176	-0.0058	-0.1282	-0.1484	-0.125
"X21895"	-0.0182	-0.0508	0	0	0.2969	-0.0323	NA	0	0
"X21896"	0.0667	-0.1537	-0.0345	-0.0394	0.2453	0.0933	-0.3333	-0.3605	-0.1043
"X21903"	0.4775	-0.1636	-0.2	NA	NA	-0.1481	-0.0667	-0.0256	-0.2143
"X21907"	-0.1891	-0.1013	-0.037	0.2157	0.3214	0.3483	-0.1172	-0.2022	0.069
"X21908"	-0.2609	-0.0031	-0.3043	0.3333	0.3066	0.0642	-0.3333	-0.1656	-0.012
"X21909"	0.3067	0.1693	0.0118	0.2468	0.5922	0.0865	0.1064	0.4286	0.3503
"X21913"	-0.1387	-0.2261	-0.5	-0.2264	0.2165	0.1176	0.0847	-0.1	-0.2258
"X21919"	-0.0545	-0.0492	-0.1111	-0.0233	0.0217	-0.0545	-0.0435	0	-0.0588
"X21931"	-0.0741	-0.0159	NA	NA	0	-0.0385	NA	NA	NA
"X21932"	0.0569	-0.0383	-0.1321	0	-0.1429	0.0552	-0.0532	-0.0286	-0.0526
"X21938"	-0.16	-0.0667	0.0323	0.2455	0.25	-0.0877	-0.0417	0.3407	-0.0811
"X21940"	-0.3488	-0.0794	0.0625	0.2364	0.0155	-0.1896	-0.1234	0.0406	-0.0411
"X21943"	-0.0545	-0.0508	-0.0345	NA	NA	-0.0164	NA	NA	-0.0286
"X21944"	0.2045	-0.0909	-0.2727	0.4627	0	-0.0526	-0.0233	0.5	-0.0323
"X21945"	NA	NA	NA	-0.027	0.3289	NA	NA	NA	NA
"X21946"	-0.098	-0.2157	-0.0435	-0.1892	0	-0.0667	-0.1053	-0.2258	-0.0857
"X21952"	-0.0545	-0.0847	0	-0.05	0	-0.0526	-0.0638	-0.1053	0
"X21958"	-0.0588	-0.069	NA	-0.0732	0.2576	0.3554	0.3514	-0.1765	-0.0526
"X21967"	NA	NA	NA	0.6562	NA	NA	NA	-0.1429	NA
"X21970"	-0.0566	-0.0566	-0.1667	-0.3	-0.0303	-0.1034	0	-0.0625	-0.0345
"X21978"	NA	NA	NA	-0.0233	NA	NA	NA	-0.0256	NA
"X21979"	-0.0545	-0.1228	0.1176	-0.1168	0.2455	-0.0612	-0.2	0.1346	0.0977
"X21985"	-0.0741	-0.069	NA	-0.0769	0	1	-0.1111	NA	0
"X21987"	-0.0058	-0.3061	0.3617	-0.1	-0.0625	0.195	0.1509	0.0977	0.3836
"X21997"	-0.2407	-0.011	-0.0769	0.2	0.3864	0.2432	0.1141	-0.36	-0.2093
"X21998"	-0.1492	-0.2126	-0.1345	0.083	0.3488	0.0447	-0.0836	-0.1215	0.322
"X220"	NA	NA	0	0	-0.1053	0	NA	-0.05	NA
"X22000"	-0.1915	-0.0847	-0.0345	0	0	-0.0638	-0.0244	-0.0909	0.4667
"X22004"	-0.1837	-0.1852	-0.0345	-0.05	0.1064	-0.1111	-0.2195	-0.2	0.25
"X22006"	NA	NA	-0.0345	-0.0323	NA	NA	NA	0.6538	NA
"X22007"	-0.0175	0.6407	NA	-0.027	NA	-0.0213	-0.0476	NA	-0.0256
"X22013"	-0.12	0.1146	-0.1538	-0.1053	0.0345	0.2771	-0.1429	0.1732	0.1414
"X22020"	0.1002	-0.3861	-0.05	0.1791	-0.156	0.2682	-0.1168	-0.2	-0.0233
"X22021"	0.2955	-0.0383	-0.05	0.4576	0.4648	0.1018	-0.1628	-0.1111	0.234
"X22027"	-0.1154	-0.1481	0	-0.0769	0.0977	-0.0741	-0.1364	-0.2121	-0.0303
"X22028"	0	NA	NA	-0.0732	0.4648	0	-0.0204	-0.0769	0.6538
"X22033"	-0.0545	-0.0492	0	-0.0732	-0.0556	-0.0345	0.2615	0.4684	0.088
"X22035"	-0.0943	-0.1481	-0.0345	0.3437	-0.1515	-0.0811	0	-0.3571	0
"X22042"	-0.0545	-0.0667	-0.2	-0.1579	0.2576	0.6593	0.6575	0.0345	-0.05
"X22043"	-0.3775	-0.2126	0.125	0.1373	0.3631	-0.0526	0.1852	-0.3696	0.2969
"X2205"	0	-0.1481	-0.0345	0	0	-0.0811	0.3239	-0.1515	0.4667
"X22050"	-0.3201	-0.1985	0.1532	-0.3146	-0.0286	-0.0574	-0.2798	0.1589	0.4706
"X22065"	0.4368	0.0847	-0.2	0.1593	0.3289	0	0.65	0.2117	0
"X22067"	-0.2541	-0.3617	-0.05	0.3913	0.1127	-0.1634	-0.2456	-0.1818	0.3718
"X22068"	0	0	-0.1	0.6538	-0.0556	NA	NA	-0.0286	NA
"X22071"	NA	-0.0159	0	-0.05	-0.027	NA	NA	0.3407	NA
"X22072"	-0.1154	-0.0492	-0.1538	0	-0.05	-0.0098	-0.1429	-0.0526	-0.0244
"X22074"	-0.16	-0.3061	-0.2162	-0.1786	0.2364	0.3407	0.2647	-0.1765	-0.1875
"X22076"	-0.0821	-0.3861	-0.0345	-0.1172	NA	-0.1847	0.2321	-0.0769	-0.0312
"X2208"	-0.0545	-0.0847	-0.0345	-0.2222	-0.0769	-0.1667	-0.1111	0.0455	-0.05
"X22083"	0.0151	-0.0667	-0.2	-0.2353	-0.1111	0.1549	-0.1163	-0.0256	-0.1333
"X2209"	-0.0175	-0.0159	-0.0345	NA	-0.0256	0	0	NA	NA
"X22096"	0.1512	0.2157	0.6512	-0.0526	0.3333	0.2189	0.1844	-0.1875	0.24
"X22097"	NA	NA	NA	NA	-0.05	NA	NA	NA	NA
"X22104"	0.1329	-0.0031	-0.1321	0.5056	0.1064	0.102	-0.122	0.0977	0.7816
"X2212"	-0.0545	0.4797	-0.0345	NA	NA	NA	0	NA	0
"X22121"	0	0	0.6486	-0.1053	0	0	0	-0.0811	NA
"X22123"	-0.4146	-0.2075	-0.1538	-0.1429	0.0079	-0.0501	-0.1579	0.2357	-0.2
"X22124"	NA	-0.0492	-0.0714	0.4667	0	1	0	-0.0256	NA
"X22127"	NA	0	0.1026	0.6552	-0.0286	0	NA	0.4627	NA
"X22128"	0.275	-0.0847	-0.1538	-0.0233	-0.0244	-0.0164	-0.0204	-0.0769	0
"X22131"	NA	-0.0333	-0.0714	0	0	NA	-0.0222	0	NA
"X22135"	NA	NA	1	-0.0244	NA	NA	NA	NA	NA
"X2214"	-0.0566	-0.1228	-0.0714	NA	NA	-0.08	0.4737	NA	-0.0588
"X22143"	NA	NA	NA	NA	-0.0526	NA	NA	NA	NA
"X22144"	-0.0189	0	0	NA	NA	-0.027	0	NA	-0.1333
"X22152"	0.0852	-0.1399	-0.0714	-0.0233	0.4667	-0.0169	-0.1707	-0.1053	-0.0588
"X22154"	-0.1768	-0.2772	-0.2162	0.3333	0.0909	-0.3938	-0.1897	0.2941	-0.1429
"X22158"	NA	-0.0164	NA	-0.0476	0	NA	0.4713	0	0.6538
"X22162"	-0.0498	-0.4769	-0.0976	-0.1085	0.28	-0.1563	-0.1182	-0.0628	0.0256
"X22165"	-0.0741	-0.069	-0.0714	-0.1429	-0.1333	0	0	-0.0556	-0.0323
"X22166"	NA	0	NA	NA	NA	0	NA	NA	-0.0968
"X22169"	0.1329	0.1616	-0.1111	0.6562	NA	-0.0545	-0.1364	NA	0.2453
"X22172"	-0.234	-0.1034	0	-0.1	0.6552	-0.0357	-0.0667	-0.0256	-0.1176
"X22175"	-0.2874	-0.412	-0.3525	-0.1617	0.2593	0.0698	-0.0345	-0.3646	-0.1881
"X22179"	0	-0.0159	NA	-0.0244	NA	0	-0.0417	0	NA
"X22180"	-0.0545	-0.0323	NA	0	0.6552	-0.0714	0	-0.0526	-0.0556
"X22186"	-0.0247	-0.3132	0.0323	-0.1818	0.1849	-0.0286	-0.1176	-0.1	-0.3043
"X22187"	-0.0741	-0.0159	-0.0345	-0.0286	-0.1429	-0.1163	0.2273	-0.0556	-0.05
"X22188"	-0.0545	0	NA	NA	NA	-0.0877	-0.0417	0	-0.0244
"X22195"	0	0	NA	NA	-0.027	NA	NA	NA	0
"X22203"	-0.0247	-0.28	-0.0714	-0.1892	-0.0857	-0.3043	-0.2308	0.1732	0.3066
"X22206"	0	NA	NA	-0.0244	NA	-0.0345	0	0	0
"X22209"	-0.1154	-0.1399	-0.1538	-0.2353	-0.2022	-0.125	-0.0952	-0.1881	0.1064
"X22213"	-0.1154	-0.0847	0	0	NA	-0.0877	-0.1429	-0.0244	-0.0323
"X22214"	-0.05	-0.0233	0.766	-0.0286	-0.1	-0.0303	-0.0345	NA	NA
"X22217"	-0.0058	-0.0934	-0.05	0.0571	-0.4167	-0.1272	-0.1168	-0.4483	0.0221
"X22218"	0	0	NA	0	-0.0526	0	NA	-0.0256	-0.0526
"X2222"	-0.1013	-0.4222	0.2308	-0.2353	-0.0256	0.0964	-0.1504	-0.1515	0.4048
"X22223"	-0.0741	-0.1228	0.1176	-0.1282	0	0.0852	-0.0909	-0.0769	-0.0411
"X22224"	0.0157	0.0229	-0.3043	-0.2353	0.0933	-0.0543	0.0789	-0.3069	-0.1429
"X22230"	-0.0331	-0.1399	-0.0714	0.0769	0.1915	0.0455	0.2273	0.1593	0.0909
"X22231"	NA	NA	0	0	-0.0556	NA	NA	NA	NA
"X22234"	-0.1891	-0.3308	-0.3983	-0.2618	0.3066	0.1064	0.0857	0.1047	-0.0233
"X22236"	-0.0741	0.2157	-0.0714	-0.0233	0.6552	-0.0943	-0.1111	-0.1667	0.3407
"X22237"	0.1935	0.1584	-0.04	0.3465	0.4865	0.4713	-0.0968	0.3333	1
"X22241"	-0.1013	-0.0323	-0.1321	-0.0041	0.088	0.4148	-0.3333	0.3488	-0.1176
"X22245"	0.0122	-0.3636	-0.2162	-0.1656	0.1795	0.2432	-0.2308	0.2273	0.1231
"X22246"	0.1329	-0.1071	0.1026	-0.2571	0.3968	0.3836	-0.0286	-0.0256	0.2941
"X2225"	NA	NA	NA	0	-0.0526	NA	0	0	NA
"X22255"	-0.0357	-0.0508	-0.0714	-0.0244	-0.0811	NA	NA	-0.0909	NA
"X22260"	-0.1281	-0.0756	-0.0976	-0.1168	0.0732	0.1589	-0.3146	-0.1032	0.4706
"X22262"	-0.0357	0.2105	0	NA	NA	-0.027	NA	NA	-0.0526
"X22266"	0.0157	-0.0756	-0.1345	-0.0732	0.069	0.1541	0.2362	-0.3646	-0.0471
"X22268"	0	0	NA	NA	-0.0625	NA	NA	-0.0968	NA
"X22270"	-0.2151	-0.1736	-0.05	-0.3636	0.1509	-0.0678	0.0079	-0.2174	-0.1803
"X22276"	NA	NA	-0.0345	NA	NA	NA	NA	NA	NA
"X22279"	0	NA	-0.037	-0.0769	NA	NA	NA	-0.0256	NA
"X2228"	-0.0175	0	NA	-0.1282	0	-0.0333	0	NA	0
"X22280"	NA	NA	0	0	0.3372	NA	NA	-0.0244	NA
"X22282"	0	-0.0526	0.1026	-0.0678	-0.1111	-0.0175	0.4713	0.1617	0
"X22287"	0.0151	-0.1064	-0.2	0.2941	-0.1111	-0.0473	-0.087	0.5422	0.1064
"X22288"	-0.1837	-0.1034	-0.1111	NA	NA	-0.2077	-0.0952	NA	0.1667
"X22289"	0	-0.0508	-0.0345	-0.0233	0.4684	-0.0213	0	0	-0.0556
"X22291"	NA	0	0	0	-0.0625	-0.0164	-0.0213	NA	NA
"X22296"	0	-0.0345	0	-0.0286	-0.1667	NA	NA	-0.0526	NA
"X22298"	-0.2055	-0.2632	-0.1321	0.2969	0.322	-0.1492	0.1818	0.2357	0.0155
"X22304"	0.2012	-0.1071	-0.0345	-0.1053	0.7778	-0.0233	-0.1282	0	1
"X22305"	0.1553	-0.0022	-0.0345	0.2364	0.4648	-0.1765	-0.2174	-0.016	-0.1656
"X2231"	-0.0357	-0.0333	0	-0.0244	-0.0526	-0.0182	-0.0222	-0.0256	0
"X22311"	-0.0691	-0.3191	0.1532	-0.1984	0.0256	0.0446	0.0795	-0.3646	0.1818
"X22314"	NA	NA	NA	0	0.4627	0	-0.0204	-0.0811	0
"X22315"	-0.0357	-0.1071	-0.0345	NA	0	-0.1429	-0.1034	0	-0.0526
"X22317"	-0.0407	-0.3386	0.0625	-0.1282	0	0.1541	-0.0233	-0.1053	-0.2955
"X22318"	-0.0357	-0.0508	0	NA	0.6552	0.6591	-0.0909	0	-0.0526
"X2232"	0	-0.0508	0	-0.0256	-0.027	-0.0244	-0.0286	NA	NA
"X22321"	-0.0058	-0.4222	-0.3983	-0.0394	0.0217	0.1247	-0.0827	0.1064	-0.0628
"X22322"	0.1831	-0.0667	-0.25	-0.2121	0.2857	-0.0714	-0.011	0.3407	0
"X22323"	NA	NA	NA	NA	0	0	NA	0.6538	NA
"X22326"	0	NA	-0.1538	-0.0286	-0.0323	0	NA	0.3239	0
"X22327"	NA	NA	-0.0345	-0.0286	NA	NA	NA	-0.0588	NA
"X2233"	0.4757	0	NA	NA	0	0	0	NA	0
"X22334"	-0.0331	-0.2955	-0.5789	0.2	-0.0233	-0.0638	-0.1503	0.3131	-0.2353
"X22343"	-0.0769	0.1146	-0.1111	NA	0	0.0442	-0.1429	0	NA
"X22345"	-0.0175	0.363	0	-0.0244	-0.0588	-0.0526	-0.0667	-0.1176	-0.0556
"X22347"	-0.0175	-0.0323	NA	NA	-0.0244	-0.0526	NA	NA	NA
"X22349"	NA	NA	NA	0.6531	-0.05	NA	NA	0	NA
"X22353"	0	NA	NA	NA	-0.0256	-0.0526	-0.0213	0.6557	NA
"X22354"	0.2955	-0.234	-0.1538	0.4667	0.3407	0.2241	-0.1628	-0.0769	-0.1333
"X22356"	-0.1373	-0.1429	-0.0714	-0.0233	-0.0588	-0.0244	-0.2414	0	-0.1053
"X22359"	0	-0.0333	-0.0345	0	NA	NA	0	NA	-0.0857
"X22362"	-0.0943	-0.1228	-0.0345	NA	-0.0286	-0.0811	-0.0909	-0.0556	-0.125
"X22368"	-0.1064	-0.0638	NA	0.25	0.2267	-0.0732	-0.0769	-0.0588	0.4545
"X22369"	-0.1	0.3226	0	0.1176	0.25	-0.0213	0.1509	0.6053	-0.12
"X2237"	NA	NA	NA	NA	-0.05	NA	NA	0	NA
"X22376"	NA	-0.0323	NA	NA	-0.0811	0	-0.0244	-0.0256	NA
"X22377"	-0.0943	-0.0502	-0.3043	0.0909	0.0148	-0.1837	0.0181	0.5579	0.3898
"X22379"	NA	0	0	-0.0588	1	NA	NA	-0.0526	NA
"X22388"	-0.16	0.1616	0	0.3407	0	-0.102	-0.0476	0.6552	0.6531
"X22389"	-0.0357	-0.0345	-0.037	-0.0244	NA	-0.0182	-0.1	0	0
"X22398"	-0.125	0.2771	-0.0714	-0.1667	0.4627	0	-0.1034	0	0.1064
"X22399"	-0.1154	-0.1429	-0.0714	NA	NA	0.3541	0.3407	0	-0.0556
"X2240"	-0.3182	-0.3132	-0.6667	-0.3808	-0.0678	0.0677	0.0421	-0.3696	-0.156
"X22402"	-0.2083	-0.2075	-0.2	-0.0476	0.3437	-0.2889	-0.2973	-0.1765	0.088
"X22407"	NA	NA	NA	NA	0.4627	NA	NA	-0.0244	NA
"X22411"	-0.1387	-0.0509	0.2683	-0.0312	-0.0773	0.3808	0.4146	-0.2632	0.1034
"X22412"	-0.0233	NA	NA	0	-0.0667	NA	0	NA	NA
"X22414"	NA	NA	NA	0.65	-0.0435	0	0	-0.0303	0
"X22416"	-0.234	-0.0726	0.6512	NA	NA	-0.0732	-0.1628	0	0.5
"X22419"	NA	NA	0.6512	NA	NA	NA	NA	0	NA
"X22422"	0.0569	-0.046	-0.2	0.3151	0.2941	-0.2143	0.4462	-0.1875	-0.125
"X22425"	-0.16	0.5118	-0.0345	0.0455	0.0909	0.0977	-0.1538	-0.1515	-0.1667
"X22426"	-0.037	0.3617	-0.0714	-0.0857	-0.0286	NA	0	-0.0256	NA
"X22427"	-0.0545	-0.1429	-0.0345	-0.3793	-0.2308	-0.0714	-0.0638	0.1119	0
"X22428"	-0.1373	-0.2308	-0.3636	-0.1579	0.1127	0.1468	-0.1628	0.1064	-0.027
"X22433"	-0.0741	-0.2549	-0.2	-0.1351	-0.1429	-0.1273	-0.0909	-0.2	-0.1515
"X22434"	0	NA	NA	-0.0233	-0.0811	NA	NA	-0.05	NA
"X22442"	-0.0175	0	-0.0345	-0.1	0.4667	NA	NA	-0.0556	NA
"X22449"	-0.2294	-0.2536	-0.2397	-0.4194	-0.0256	-0.0508	-0.1538	-0.3125	-0.2258
"X2245"	-0.0691	-0.2311	-0.2397	-0.5385	-0.1	0.3548	-0.3913	0.2766	0.083
"X22453"	0	NA	0	-0.0769	NA	NA	NA	0	NA
"X22454"	0.0667	-0.3809	-0.0976	0.2576	-0.1515	-0.2294	0.3898	0.0909	-0.1215
"X22455"	-0.234	-0.3478	-0.0714	-0.1351	-0.0556	0.24	-0.1852	-0.027	-0.1351
"X22457"	NA	NA	NA	-0.0732	NA	NA	NA	NA	NA
"X22458"	0	-0.0357	-0.2	-0.3333	-0.0769	0	-0.0417	-0.1724	-0.0556
"X22460"	-0.1013	0.0545	-0.3043	-0.1282	0.25	-0.0318	0.1791	-0.027	-0.0588
"X22464"	-0.0222	0	NA	0	NA	NA	NA	NA	-0.0625
"X22468"	-0.0086	-0.2195	-0.2	-0.2727	0.0769	-0.0732	-0.1053	-0.0588	0.3182
"X22473"	0.149	-0.4545	-0.6116	-0.2655	0.2245	-0.0887	-0.1803	0.4624	0.069
"X22477"	0.1253	0.2674	-0.5	0.2267	0.0894	-0.1182	-0.3529	0.0043	0.0217
"X2248"	0	0	NA	NA	NA	-0.0345	0	0	NA
"X22482"	NA	0	0	NA	-0.0303	NA	NA	0	NA
"X22484"	0.0157	-0.2584	-0.2397	-0.25	0.1509	0.0808	0.1519	-0.0678	0.1231
"X22492"	0.0569	-0.28	-0.3043	0.3782	-0.0256	-0.0732	-0.0181	-0.4378	-0.2258
"X22496"	-0.0175	-0.0667	0	0	0.5	NA	NA	-0.0526	0
"X22497"	-0.08	-0.0345	0	-0.0811	NA	0	-0.0222	0.3407	0
"X22498"	0.1884	-0.2632	-0.5	-0.1172	0.0521	0.2682	-0.2195	0.0521	0.16
"X22500"	-0.098	-0.1321	-0.12	-0.2353	-0.3077	-0.3182	-0.25	-0.5	-0.0286
"X22504"	-0.0633	0.0144	-0.05	0.1845	0.2357	0.5221	-0.2353	0.3488	0.24
"X22506"	NA	NA	NA	0.4648	NA	NA	0	-0.05	NA
"X22510"	-0.0332	-0.2075	-0.25	0.1791	-0.1111	0.1821	0.3	0.0455	0.0455
"X22514"	-0.0566	-0.0667	-0.0714	0.2576	-0.0256	-0.0175	0	-0.1429	-0.0323
"X22518"	NA	0	0	-0.027	NA	NA	0	NA	1
"X22524"	NA	NA	NA	NA	-0.0244	NA	0	NA	NA
"X22525"	-0.3242	-0.3313	-0.3525	-0.2621	-0.3571	0.1942	-0.3084	-0.3784	-0.1429
"X22526"	-0.0182	0.2809	-0.0345	NA	0.234	-0.0526	-0.0909	NA	0
"X22527"	0.0569	-0.1481	-0.1538	-0.0256	NA	0.049	-0.1111	-0.1765	-0.0256
"X22528"	0.1541	-0.2322	-0.1345	0.1845	0.6145	-0.0633	-0.4667	0.4783	0.0732
"X22533"	-0.0769	-0.0726	-0.05	-0.2222	-0.0794	-0.1481	-0.1707	-0.1351	-0.1613
"X22534"	-0.0182	-0.0323	-0.1111	-0.1579	0.2453	0	-0.0417	0.3226	-0.0244
"X22535"	-0.0175	-0.0333	-0.0714	-0.027	-0.027	-0.0526	0	0	-0.0625
"X22537"	-0.0545	-0.0323	-0.1111	-0.1875	0.3437	-0.0545	-0.0213	-0.2258	-0.0909
"X22540"	-0.0357	-0.1034	-0.0714	-0.2941	-0.0244	-0.1321	-0.0417	-0.3548	0.6538
"X22554"	-0.0175	-0.0492	NA	NA	-0.0244	0	0	NA	NA
"X22556"	0.2811	-0.1429	-0.2632	-0.0857	0.3036	-0.2	-0.1656	-0.2727	0.2195
"X22557"	-0.0943	0	-0.0345	-0.1579	-0.0244	-0.0175	0	-0.2727	NA
"X22558"	NA	NA	NA	-0.0769	NA	0	0	-0.0256	NA
"X22561"	-0.2523	-0.3386	-0.3525	0.0043	-0.1215	0.1253	-0.2188	-0.1875	0.3718
"X22562"	-0.1154	0.1086	0.0323	-0.0732	0.3407	0.3407	-0.0556	0.1667	0.0977
"X22565"	-0.0204	0.2012	NA	0	1	-0.0286	0	0	0.6522
"X22569"	-0.037	-0.069	0	NA	NA	0	NA	NA	-0.027
"X2257"	-0.0357	NA	NA	NA	NA	-0.0357	0	NA	NA
"X22570"	NA	NA	-0.0714	0	-0.027	NA	NA	0	0
"X22573"	0.1018	-0.1636	-0.0345	NA	0	-0.0385	-0.1282	NA	-0.0625
"X22579"	-0.294	-0.242	0.2574	-0.0244	0.3782	-0.0797	-0.0638	1	0.0406
"X2258"	NA	-0.04	-0.037	-0.0732	-0.1613	NA	-0.027	-0.0588	-0.0323
"X22583"	-0.0175	-0.0667	NA	-0.05	-0.0286	0	-0.0588	-0.027	-0.0625
"X22584"	-0.1154	-0.1429	-0.0345	-0.0233	-0.027	-0.12	-0.0909	NA	-0.0811
"X22589"	-0.0175	-0.0159	0	0.7826	NA	0	-0.0286	-0.027	NA
"X22595"	-0.0357	-0.0333	0	-0.1111	0.4953	-0.0256	NA	-0.027	NA
"X22596"	-0.1739	-0.1923	-0.0714	-0.1	-0.1724	-0.1515	-0.1111	0.234	0.24
"X22598"	-0.0175	-0.0323	-0.0714	-0.1282	0	0	-0.0435	-0.0769	-0.05
"X22599"	-0.0545	-0.0159	NA	NA	0	NA	NA	NA	NA
"X22600"	-0.2609	-0.3617	0.0323	-0.1053	-0.2121	0.1692	0.064	-0.0471	-0.125
"X22601"	0.2117	-0.1304	0	0.2857	-0.1034	-0.1111	-0.0811	-0.125	-0.1111
"X22602"	0	-0.0492	NA	NA	0	NA	-0.0213	NA	-0.0256
"X22607"	-0.102	-0.0543	-0.0714	0.0638	-0.1429	0	-0.0769	-0.25	-0.1613
"X22608"	-0.0175	-0.0164	-0.1538	0.1667	0.7816	NA	NA	0.0909	0
"X2261"	-0.335	-0.1163	-0.1321	0.1141	-0.0811	-0.25	0.2117	0.1064	-0.1032
"X22611"	-0.0175	-0.0492	-0.2	0.4699	0	-0.0545	-0.0213	-0.1053	NA
"X22614"	NA	NA	0	NA	0	NA	NA	-0.0811	NA
"X22615"	-0.0943	-0.2653	0.0323	-0.0769	-0.25	-0.1429	-0.25	-0.1176	-0.1351
"X22618"	NA	NA	NA	NA	-0.0556	NA	NA	0	NA
"X22623"	-0.1891	0	-0.1345	0.16	0.633	0.1826	-0.1803	0.447	0.4865
"X22627"	-0.335	-0.176	-0.3525	-0.1579	-0.1351	0.0462	-0.3407	-0.0678	-0.52
"X22628"	-0.294	-0.2126	0.0625	0.5506	-0.0526	0.587	0.2993	-0.0085	-0.1429
"X22633"	0	-0.0357	NA	NA	0	NA	0	0.6211	NA
"X22636"	0	0	0	-0.0732	NA	NA	NA	-0.1111	0
"X22644"	NA	NA	0	0.6562	NA	NA	NA	NA	NA
"X22649"	0.0122	-0.3308	-0.3043	0.1506	0.2025	0.0802	-0.0638	-0.0769	-0.1617
"X22652"	NA	0	NA	0	-0.0526	NA	0	-0.0256	NA
"X22654"	-0.0357	-0.0323	0	0	-0.1515	NA	NA	-0.0769	-0.0286
"X22658"	0.0291	0.2937	-0.1538	0.3226	-0.0556	0.2327	0.2615	-0.1875	0.1845
"X2266"	0	-0.0847	-0.0345	NA	NA	-0.0545	NA	0	NA
"X22660"	NA	NA	NA	-0.0476	NA	NA	NA	0	NA
"X22663"	0.3612	-0.2075	0.1176	-0.012	-0.0857	0.0108	0.234	-0.3265	-0.1724
"X22665"	-0.0741	-0.0526	-0.1111	0	0	0	-0.0667	0	0
"X22669"	0	NA	0	NA	-0.0811	NA	NA	-0.0256	NA
"X2267"	NA	0	-0.0714	-0.0233	0	0	0	-0.0811	0.6557
"X22672"	-0.0175	0	-0.0345	0.3465	NA	NA	0	-0.0769	-0.0256
"X2268"	0.4725	-0.1364	NA	-0.0526	0.4627	0.5106	0.3407	0	0
"X22683"	0	NA	NA	NA	-0.0857	NA	0	NA	NA
"X2269"	NA	NA	NA	-0.0233	0.6552	NA	NA	0	NA
"X22695"	0	-0.069	NA	0	0	0	0	NA	0
"X22697"	NA	NA	NA	NA	-0.0526	NA	NA	NA	NA
"X2270"	-0.0545	-0.0492	-0.0345	-0.25	NA	0	-0.1	-0.0625	-0.0323
"X22701"	-0.0175	-0.0323	-0.1111	-0.0769	NA	NA	NA	-0.1053	NA
"X22705"	-0.0357	0	0	-0.1667	0	0	NA	-0.0857	NA
"X22711"	NA	NA	NA	0	-0.0811	NA	NA	NA	NA
"X22712"	NA	-0.0159	0	NA	0.4648	0	-0.0204	NA	NA
"X22713"	NA	NA	NA	NA	-0.0526	0	NA	NA	NA
"X2272"	NA	-0.0877	NA	0	NA	0	0	0	NA
"X22721"	NA	-0.0333	-0.0345	-0.0526	-0.027	-0.0526	-0.0435	-0.0811	0
"X22724"	0.1329	-0.3884	-0.5	0.1742	0.1667	-0.234	0.0582	-0.0628	0.3836
"X22726"	NA	NA	NA	NA	0.6531	NA	NA	0	0
"X22727"	-0.0247	-0.1852	-0.0714	-0.2941	0.2453	0.479	-0.1707	0.0455	-0.0769
"X22728"	NA	NA	NA	-0.0732	NA	NA	NA	0	NA
"X22733"	-0.0196	-0.0545	NA	0	NA	-0.0233	0	-0.0556	0
"X22734"	-0.1154	-0.0667	-0.1111	-0.0526	0.3437	-0.0164	-0.0638	-0.1351	0
"X22745"	NA	0	NA	-0.0811	-0.0286	-0.0256	0	-0.0588	NA
"X22747"	0	NA	NA	0.4684	-0.0286	NA	NA	0.3407	0
"X22750"	NA	NA	0	NA	-0.0244	NA	0	0	-0.1053
